"","Estacao","Data_de_Amostragem","Ano","Turbidez","Data"
"529","RD067",2008-07-11,2008,7.47,2008 jul
"530","RD067",2008-10-15,2008,8.06,2008 out
"531","RD067",2009-01-27,2009,397,2009 jan
"532","RD067",2009-04-21,2009,82.7,2009 abr
"533","RD067",2009-07-21,2009,10.5,2009 jul
"534","RD067",2009-10-13,2009,24.1,2009 out
"535","RD067",2010-02-02,2010,15.3,2010 fev
"536","RD067",2010-04-27,2010,17.4,2010 abr
"537","RD067",2010-07-18,2010,8.1,2010 jul
"538","RD067",2010-10-18,2010,8.93,2010 out
"539","RD067",2011-01-30,2011,37.9,2011 jan
"540","RD067",2011-04-17,2011,48.4,2011 abr
"541","RD067",2011-07-17,2011,9.59,2011 jul
"542","RD067",2011-10-16,2011,6.15,2011 out
"543","RD071",2008-10-01,2008,32.2,2008 out
"544","RD071",2009-01-13,2009,70.3,2009 jan
"545","RD071",2009-04-07,2009,165,2009 abr
"546","RD071",2009-07-07,2009,13.8,2009 jul
"547","RD071",2009-10-01,2009,41.8,2009 out
"548","RD071",2010-01-19,2010,35.2,2010 jan
"549","RD071",2010-04-13,2010,28.3,2010 abr
"550","RD071",2010-07-06,2010,4.75,2010 jul
"551","RD071",2010-10-05,2010,11.6,2010 out
"552","RD071",2011-01-18,2011,116,2011 jan
"553","RD071",2011-04-05,2011,219,2011 abr
"554","RD071",2011-07-05,2011,5.7,2011 jul
"555","RD071",2011-10-04,2011,3.28,2011 out
"556","RD072",2008-10-01,2008,28.7,2008 out
"557","RD072",2009-01-14,2009,96.5,2009 jan
"558","RD072",2009-04-08,2009,296,2009 abr
"559","RD072",2009-07-08,2009,24.1,2009 jul
"560","RD072",2009-10-01,2009,79.6,2009 out
"561","RD072",2010-01-20,2010,53.3,2010 jan
"562","RD072",2010-04-14,2010,36.7,2010 abr
"563","RD072",2010-07-07,2010,5.9,2010 jul
"564","RD072",2010-10-06,2010,13.5,2010 out
"565","RD072",2011-01-19,2011,289,2011 jan
"566","RD072",2011-04-06,2011,484,2011 abr
"567","RD072",2011-07-06,2011,9.1,2011 jul
"568","RD072",2011-10-05,2011,4.12,2011 out
"569","RD083",2008-07-08,2008,19.8,2008 jul
"570","RD083",2008-10-09,2008,22.4,2008 out
"571","RD083",2009-01-22,2009,537,2009 jan
"572","RD083",2009-04-16,2009,99.8,2009 abr
"573","RD083",2009-07-16,2009,17.1,2009 jul
"574","RD083",2009-10-08,2009,31.4,2009 out
"575","RD083",2010-01-28,2010,31.2,2010 jan
"576","RD083",2010-04-22,2010,30.3,2010 abr
"577","RD083",2010-07-15,2010,8.32,2010 jul
"578","RD083",2010-10-14,2010,16.8,2010 out
"579","RD083",2011-01-27,2011,49.4,2011 jan
"580","RD083",2011-04-14,2011,72,2011 abr
"581","RD083",2011-07-14,2011,13.3,2011 jul
"582","RD083",2011-10-13,2011,6.42,2011 out
"583","RD011",2016-09-30,2016,454,2016 set
"584","RD011",2016-10-18,2016,252,2016 out
"585","RD011",2016-11-07,2016,169,2016 nov
"586","RD011",2016-12-05,2016,4105,2016 dez
"587","RD019",2012-01-18,2012,81.6,2012 jan
"588","RD019",2012-04-04,2012,90.4,2012 abr
"589","RD019",2012-07-04,2012,22.9,2012 jul
"590","RD019",2012-10-03,2012,10.9,2012 out
"591","RD019",2013-01-16,2013,26.8,2013 jan
"592","RD019",2013-04-10,2013,318,2013 abr
"593","RD019",2013-06-18,2013,15.2,2013 jun
"594","RD019",2013-07-10,2013,8.89,2013 jul
"595","RD019",2013-08-27,2013,16.2,2013 ago
"596","RD019",2013-09-17,2013,6.88,2013 set
"597","RD019",2013-10-02,2013,13,2013 out
"598","RD019",2013-11-12,2013,9.3,2013 nov
"599","RD019",2013-12-03,2013,181,2013 dez
"600","RD019",2014-01-15,2014,23.4,2014 jan
"601","RD019",2014-02-25,2014,5.08,2014 fev
"602","RD019",2014-03-25,2014,15,2014 mar
"603","RD019",2014-04-02,2014,7.11,2014 abr
"604","RD019",2014-05-20,2014,3.09,2014 mai
"605","RD019",2014-06-10,2014,5.33,2014 jun
"606","RD019",2014-07-09,2014,3.54,2014 jul
"607","RD019",2014-08-26,2014,2.99,2014 ago
"608","RD019",2014-09-23,2014,2.97,2014 set
"609","RD019",2014-10-01,2014,2.71,2014 out
"610","RD019",2014-11-18,2014,5.9,2014 nov
"611","RD019",2014-12-09,2014,63.7,2014 dez
"612","RD019",2015-01-14,2015,30.5,2015 jan
"613","RD019",2015-02-24,2015,24.4,2015 fev
"614","RD019",2015-03-24,2015,43.7,2015 mar
"615","RD019",2015-04-08,2015,32.4,2015 abr
"616","RD019",2015-05-26,2015,5.36,2015 mai
"617","RD019",2015-06-23,2015,3.14,2015 jun
"618","RD019",2015-07-08,2015,4.97,2015 jul
"619","RD019",2015-08-25,2015,2.72,2015 ago
"620","RD019",2015-09-22,2015,14.5,2015 set
"621","RD019",2015-10-07,2015,2.71,2015 out
"622","RD019",2015-12-08,2015,4132,2015 dez
"623","RD019",2016-01-13,2016,1125,2016 jan
"624","RD019",2016-03-15,2016,1117,2016 mar
"625","RD019",2016-04-06,2016,252,2016 abr
"626","RD019",2016-05-24,2016,626,2016 mai
"627","RD019",2016-06-21,2016,376,2016 jun
"628","RD019",2016-07-06,2016,199,2016 jul
"629","RD019",2016-08-16,2016,174,2016 ago
"630","RD019",2016-09-30,2016,222,2016 set
"631","RD019",2016-10-19,2016,503,2016 out
"632","RD019",2016-11-08,2016,175,2016 nov
"633","RD019",2016-12-06,2016,402,2016 dez
"634","RD023",2012-01-20,2012,63.9,2012 jan
"635","RD023",2012-04-06,2012,69.7,2012 abr
"636","RD023",2012-07-06,2012,18.9,2012 jul
"637","RD023",2012-10-05,2012,9.43,2012 out
"638","RD023",2013-01-18,2013,94.3,2013 jan
"639","RD023",2013-04-12,2013,280,2013 abr
"640","RD023",2013-06-19,2013,23.4,2013 jun
"641","RD023",2013-07-12,2013,5.52,2013 jul
"642","RD023",2013-08-27,2013,8.44,2013 ago
"643","RD023",2013-09-17,2013,9.98,2013 set
"644","RD023",2013-10-04,2013,8.1,2013 out
"645","RD023",2013-11-12,2013,15.7,2013 nov
"646","RD023",2013-12-03,2013,78.9,2013 dez
"647","RD023",2014-01-17,2014,26.8,2014 jan
"648","RD023",2014-02-26,2014,7.66,2014 fev
"649","RD023",2014-03-25,2014,25.2,2014 mar
"650","RD023",2014-04-04,2014,13.1,2014 abr
"651","RD023",2014-05-20,2014,3.88,2014 mai
"652","RD023",2014-06-10,2014,4.04,2014 jun
"653","RD023",2014-07-11,2014,4.07,2014 jul
"654","RD023",2014-08-26,2014,2.56,2014 ago
"655","RD023",2014-09-23,2014,2.5,2014 set
"656","RD023",2014-10-03,2014,7.7,2014 out
"657","RD023",2014-11-18,2014,25.7,2014 nov
"658","RD023",2014-12-09,2014,73.5,2014 dez
"659","RD023",2015-01-16,2015,18.9,2015 jan
"660","RD023",2015-02-24,2015,25.7,2015 fev
"661","RD023",2015-03-24,2015,54.5,2015 mar
"662","RD023",2015-04-10,2015,23.1,2015 abr
"663","RD023",2015-05-26,2015,6.98,2015 mai
"664","RD023",2015-06-23,2015,5.05,2015 jun
"665","RD023",2015-07-10,2015,8.57,2015 jul
"666","RD023",2015-08-25,2015,2.24,2015 ago
"667","RD023",2015-09-22,2015,12.2,2015 set
"668","RD023",2015-10-09,2015,3.32,2015 out
"669","RD023",2015-12-08,2015,5444,2015 dez
"670","RD023",2016-01-15,2016,3198,2016 jan
"671","RD023",2016-03-15,2016,467,2016 mar
"672","RD023",2016-04-08,2016,234,2016 abr
"673","RD023",2016-05-24,2016,296,2016 mai
"674","RD023",2016-06-21,2016,162,2016 jun
"675","RD023",2016-07-08,2016,154,2016 jul
"676","RD023",2016-08-16,2016,139,2016 ago
"677","RD023",2016-09-30,2016,256,2016 set
"678","RD023",2016-10-21,2016,244,2016 out
"679","RD023",2016-11-08,2016,454,2016 nov
"680","RD023",2016-12-06,2016,1159,2016 dez
"681","RD033",2012-01-26,2012,99,2012 jan
"682","RD033",2012-04-12,2012,45.9,2012 abr
"683","RD033",2012-07-12,2012,21.1,2012 jul
"684","RD033",2012-10-10,2012,13.1,2012 out
"685","RD033",2013-01-23,2013,955,2013 jan
"686","RD033",2013-04-18,2013,89.9,2013 abr
"687","RD033",2013-06-19,2013,21.9,2013 jun
"688","RD033",2013-07-18,2013,12.8,2013 jul
"689","RD033",2013-08-28,2013,10.8,2013 ago
"690","RD033",2013-09-18,2013,9.15,2013 set
"691","RD033",2013-10-10,2013,57.4,2013 out
"692","RD033",2013-11-13,2013,36.9,2013 nov
"693","RD033",2013-12-04,2013,125,2013 dez
"694","RD033",2014-01-23,2014,43.1,2014 jan
"695","RD033",2014-02-26,2014,17.3,2014 fev
"696","RD033",2014-03-26,2014,39,2014 mar
"697","RD033",2014-04-09,2014,47.3,2014 abr
"698","RD033",2014-05-21,2014,4.36,2014 mai
"699","RD033",2014-06-11,2014,4.62,2014 jun
"700","RD033",2014-07-16,2014,3.38,2014 jul
"701","RD033",2014-08-27,2014,3.6,2014 ago
"702","RD033",2014-09-24,2014,3.08,2014 set
"703","RD033",2014-10-08,2014,3.77,2014 out
"704","RD033",2014-11-18,2014,83.9,2014 nov
"705","RD033",2014-12-09,2014,100,2014 dez
"706","RD033",2015-01-21,2015,8.36,2015 jan
"707","RD033",2015-02-25,2015,19.5,2015 fev
"708","RD033",2015-03-25,2015,72.3,2015 mar
"709","RD033",2015-04-15,2015,14.6,2015 abr
"710","RD033",2015-05-26,2015,6.18,2015 mai
"711","RD033",2015-06-23,2015,7.27,2015 jun
"712","RD033",2015-07-15,2015,7.61,2015 jul
"713","RD033",2015-08-26,2015,3.09,2015 ago
"714","RD033",2015-09-23,2015,11.5,2015 set
"715","RD033",2015-10-14,2015,2.29,2015 out
"716","RD033",2015-12-08,2015,7534,2015 dez
"717","RD033",2016-01-20,2016,3279,2016 jan
"718","RD033",2016-03-15,2016,450,2016 mar
"719","RD033",2016-04-13,2016,141,2016 abr
"720","RD033",2016-05-24,2016,332,2016 mai
"721","RD033",2016-06-21,2016,115,2016 jun
"722","RD033",2016-07-13,2016,97,2016 jul
"723","RD033",2016-08-16,2016,137,2016 ago
"724","RD033",2016-09-30,2016,218,2016 set
"725","RD033",2016-10-26,2016,92.6,2016 out
"726","RD033",2016-11-08,2016,196,2016 nov
"727","RD033",2016-12-06,2016,347,2016 dez
"728","RD035",2012-01-20,2012,73.8,2012 jan
"729","RD035",2012-04-06,2012,72.7,2012 abr
"730","RD035",2012-07-06,2012,26.9,2012 jul
"731","RD035",2012-10-05,2012,11.9,2012 out
"732","RD035",2013-01-18,2013,56.3,2013 jan
"733","RD035",2013-04-12,2013,382,2013 abr
"734","RD035",2013-06-18,2013,19.9,2013 jun
"735","RD035",2013-07-12,2013,15.2,2013 jul
"736","RD035",2013-08-27,2013,10.8,2013 ago
"737","RD035",2013-09-17,2013,12.5,2013 set
"738","RD035",2013-10-04,2013,7.14,2013 out
"739","RD035",2013-11-12,2013,37.6,2013 nov
"740","RD035",2013-12-03,2013,114,2013 dez
"741","RD035",2014-01-17,2014,23.2,2014 jan
"742","RD035",2014-02-25,2014,18.4,2014 fev
"743","RD035",2014-03-25,2014,48.9,2014 mar
"744","RD035",2014-04-04,2014,74.6,2014 abr
"745","RD035",2014-05-20,2014,4.98,2014 mai
"746","RD035",2014-06-10,2014,4.92,2014 jun
"747","RD035",2014-07-11,2014,3.91,2014 jul
"748","RD035",2014-08-26,2014,2.56,2014 ago
"749","RD035",2014-09-23,2014,2.86,2014 set
"750","RD035",2014-10-03,2014,4.42,2014 out
"751","RD035",2014-11-18,2014,54,2014 nov
"752","RD035",2014-12-09,2014,84.7,2014 dez
"753","RD035",2015-01-16,2015,8.11,2015 jan
"754","RD035",2015-02-24,2015,24.8,2015 fev
"755","RD035",2015-03-24,2015,48.8,2015 mar
"756","RD035",2015-04-10,2015,19.4,2015 abr
"757","RD035",2015-05-26,2015,6.26,2015 mai
"758","RD035",2015-06-23,2015,7.73,2015 jun
"759","RD035",2015-07-10,2015,7.56,2015 jul
"760","RD035",2015-08-25,2015,3.9,2015 ago
"761","RD035",2015-09-22,2015,16,2015 set
"762","RD035",2015-10-09,2015,2.76,2015 out
"763","RD035",2015-12-08,2015,7470,2015 dez
"764","RD035",2016-01-15,2016,2682,2016 jan
"765","RD035",2016-03-15,2016,438,2016 mar
"766","RD035",2016-04-08,2016,205,2016 abr
"767","RD035",2016-05-24,2016,442,2016 mai
"768","RD035",2016-06-21,2016,152,2016 jun
"769","RD035",2016-07-08,2016,184,2016 jul
"770","RD035",2016-08-16,2016,196,2016 ago
"771","RD035",2016-09-30,2016,263,2016 set
"772","RD035",2016-10-21,2016,134,2016 out
"773","RD035",2016-11-08,2016,331,2016 nov
"774","RD035",2016-12-06,2016,726,2016 dez
"775","RD044",2012-01-26,2012,72.4,2012 jan
"776","RD044",2012-04-12,2012,48.1,2012 abr
"777","RD044",2012-07-12,2012,10.7,2012 jul
"778","RD044",2012-10-10,2012,8.09,2012 out
"779","RD044",2013-01-23,2013,217,2013 jan
"780","RD044",2013-04-18,2013,76.4,2013 abr
"781","RD044",2013-05-20,2013,NA,2013 mai
"782","RD044",2013-06-20,2013,13,2013 jun
"783","RD044",2013-07-18,2013,13.9,2013 jul
"784","RD044",2013-08-28,2013,6.68,2013 ago
"785","RD044",2013-09-18,2013,6.02,2013 set
"786","RD044",2013-10-10,2013,31.2,2013 out
"787","RD044",2013-11-13,2013,35.1,2013 nov
"788","RD044",2013-12-04,2013,40.9,2013 dez
"789","RD044",2014-01-23,2014,30.9,2014 jan
"790","RD044",2014-02-26,2014,17.8,2014 fev
"791","RD044",2014-03-26,2014,71.9,2014 mar
"792","RD044",2014-04-10,2014,36.1,2014 abr
"793","RD044",2014-05-21,2014,6.4,2014 mai
"794","RD044",2014-06-11,2014,5.9,2014 jun
"795","RD044",2014-07-17,2014,4.39,2014 jul
"796","RD044",2014-08-27,2014,3.31,2014 ago
"797","RD044",2014-09-24,2014,3.49,2014 set
"798","RD044",2014-10-08,2014,3,2014 out
"799","RD044",2014-11-19,2014,82,2014 nov
"800","RD044",2014-12-10,2014,80.4,2014 dez
"801","RD044",2015-01-26,2015,7.77,2015 jan
"802","RD044",2015-02-25,2015,18.4,2015 fev
"803","RD044",2015-03-25,2015,20.3,2015 mar
"804","RD044",2015-04-21,2015,10.1,2015 abr
"805","RD044",2015-05-27,2015,7.54,2015 mai
"806","RD044",2015-06-24,2015,4.82,2015 jun
"807","RD044",2015-07-20,2015,3.23,2015 jul
"808","RD044",2015-08-26,2015,2.56,2015 ago
"809","RD044",2015-09-23,2015,2.69,2015 set
"810","RD044",2015-10-14,2015,2.28,2015 out
"811","RD044",2015-12-08,2015,3277,2015 dez
"812","RD044",2016-01-20,2016,3640,2016 jan
"813","RD044",2016-03-16,2016,191,2016 mar
"814","RD044",2016-04-14,2016,53.5,2016 abr
"815","RD044",2016-05-25,2016,32,2016 mai
"816","RD044",2016-06-22,2016,32.8,2016 jun
"817","RD044",2016-07-14,2016,22.8,2016 jul
"818","RD044",2016-08-17,2016,19.7,2016 ago
"819","RD044",2016-09-30,2016,63.9,2016 set
"820","RD044",2016-10-28,2016,29.7,2016 out
"821","RD044",2016-11-09,2016,18.8,2016 nov
"822","RD044",2016-12-07,2016,176,2016 dez
"823","RD045",2012-01-26,2012,21.4,2012 jan
"824","RD045",2012-04-12,2012,43.2,2012 abr
"825","RD045",2012-07-12,2012,13.7,2012 jul
"826","RD045",2012-10-10,2012,7.08,2012 out
"827","RD045",2013-01-23,2013,233,2013 jan
"828","RD045",2013-04-18,2013,78,2013 abr
"829","RD045",2013-06-19,2013,15.3,2013 jun
"830","RD045",2013-07-18,2013,9.61,2013 jul
"831","RD045",2013-08-28,2013,6.49,2013 ago
"832","RD045",2013-09-18,2013,8.11,2013 set
"833","RD045",2013-10-10,2013,37.2,2013 out
"834","RD045",2013-11-13,2013,33.1,2013 nov
"835","RD045",2013-12-04,2013,46.9,2013 dez
"836","RD045",2014-01-23,2014,38.7,2014 jan
"837","RD045",2014-02-26,2014,20.6,2014 fev
"838","RD045",2014-03-26,2014,71.1,2014 mar
"839","RD045",2014-04-09,2014,54.4,2014 abr
"840","RD045",2014-05-21,2014,7.2,2014 mai
"841","RD045",2014-06-11,2014,6.3,2014 jun
"842","RD045",2014-07-18,2014,4.11,2014 jul
"843","RD045",2014-08-27,2014,3.73,2014 ago
"844","RD045",2014-09-24,2014,3.16,2014 set
"845","RD045",2014-10-10,2014,0.5,2014 out
"846","RD045",2014-11-19,2014,90.7,2014 nov
"847","RD045",2014-12-10,2014,75.3,2014 dez
"848","RD045",2015-01-23,2015,9.59,2015 jan
"849","RD045",2015-02-25,2015,15.6,2015 fev
"850","RD045",2015-03-25,2015,16.8,2015 mar
"851","RD045",2015-04-15,2015,16.8,2015 abr
"852","RD045",2015-05-27,2015,8.15,2015 mai
"853","RD045",2015-06-24,2015,4.78,2015 jun
"854","RD045",2015-07-17,2015,3.84,2015 jul
"855","RD045",2015-08-26,2015,2.57,2015 ago
"856","RD045",2015-09-23,2015,3.72,2015 set
"857","RD045",2015-10-14,2015,2.77,2015 out
"858","RD045",2015-12-08,2015,4236,2015 dez
"859","RD045",2016-01-20,2016,4672,2016 jan
"860","RD045",2016-03-16,2016,232,2016 mar
"861","RD045",2016-04-15,2016,41.5,2016 abr
"862","RD045",2016-05-25,2016,29.9,2016 mai
"863","RD045",2016-06-22,2016,27.4,2016 jun
"864","RD045",2016-07-13,2016,14.8,2016 jul
"865","RD045",2016-08-17,2016,11.1,2016 ago
"866","RD045",2016-09-30,2016,51.9,2016 set
"867","RD045",2016-10-26,2016,28.4,2016 out
"868","RD045",2016-11-09,2016,20.2,2016 nov
"869","RD045",2016-12-07,2016,208,2016 dez
"870","RD053",2012-01-30,2012,41.6,2012 jan
"871","RD053",2012-04-16,2012,35.2,2012 abr
"872","RD053",2012-07-16,2012,7.94,2012 jul
"873","RD053",2012-10-15,2012,22.8,2012 out
"874","RD053",2013-01-27,2013,70.1,2013 jan
"875","RD053",2013-04-22,2013,50.8,2013 abr
"876","RD053",2013-06-20,2013,15.5,2013 jun
"877","RD053",2013-07-22,2013,6.19,2013 jul
"878","RD053",2013-08-29,2013,7.31,2013 ago
"879","RD053",2013-09-19,2013,6.66,2013 set
"880","RD053",2013-10-14,2013,20.3,2013 out
"881","RD053",2013-11-14,2013,36.6,2013 nov
"882","RD053",2013-12-05,2013,43.1,2013 dez
"883","RD053",2014-01-27,2014,39.6,2014 jan
"884","RD053",2014-02-27,2014,21.7,2014 fev
"885","RD053",2014-03-27,2014,82.2,2014 mar
"886","RD053",2014-04-13,2014,24.8,2014 abr
"887","RD053",2014-05-22,2014,5.84,2014 mai
"888","RD053",2014-06-12,2014,6.18,2014 jun
"889","RD053",2014-07-21,2014,4.44,2014 jul
"890","RD053",2014-08-28,2014,2.68,2014 ago
"891","RD053",2014-09-25,2014,2.37,2014 set
"892","RD053",2014-10-13,2014,2.48,2014 out
"893","RD053",2014-11-19,2014,97.4,2014 nov
"894","RD053",2014-12-10,2014,58.3,2014 dez
"895","RD053",2015-01-26,2015,6.65,2015 jan
"896","RD053",2015-02-26,2015,13.6,2015 fev
"897","RD053",2015-03-26,2015,19.1,2015 mar
"898","RD053",2015-04-21,2015,9.79,2015 abr
"899","RD053",2015-05-28,2015,21.3,2015 mai
"900","RD053",2015-06-25,2015,4.01,2015 jun
"901","RD053",2015-07-20,2015,3.9,2015 jul
"902","RD053",2015-08-27,2015,4.16,2015 ago
"903","RD053",2015-09-23,2015,3.63,2015 set
"904","RD053",2015-10-19,2015,1.83,2015 out
"905","RD053",2016-01-20,2016,4200,2016 jan
"906","RD053",2016-03-16,2016,202,2016 mar
"907","RD053",2016-04-13,2016,48.8,2016 abr
"908","RD053",2016-05-25,2016,24.6,2016 mai
"909","RD053",2016-06-22,2016,19.8,2016 jun
"910","RD053",2016-07-18,2016,10.5,2016 jul
"911","RD053",2016-08-18,2016,8.04,2016 ago
"912","RD053",2016-09-30,2016,43.7,2016 set
"913","RD053",2016-10-31,2016,19.7,2016 out
"914","RD053",2016-11-09,2016,5.73,2016 nov
"915","RD053",2016-12-08,2016,380,2016 dez
"916","RD058",2012-01-30,2012,39.7,2012 jan
"917","RD058",2012-04-16,2012,39.3,2012 abr
"918","RD058",2012-07-16,2012,13.5,2012 jul
"919","RD058",2012-10-15,2012,25.9,2012 out
"920","RD058",2013-01-27,2013,76.3,2013 jan
"921","RD058",2013-04-22,2013,56,2013 abr
"922","RD058",2013-06-20,2013,17.1,2013 jun
"923","RD058",2013-07-22,2013,8.16,2013 jul
"924","RD058",2013-08-29,2013,6.82,2013 ago
"925","RD058",2013-09-19,2013,9.12,2013 set
"926","RD058",2013-10-14,2013,24.6,2013 out
"927","RD058",2013-11-14,2013,34.5,2013 nov
"928","RD058",2013-12-05,2013,53.6,2013 dez
"929","RD058",2014-01-27,2014,45.4,2014 jan
"930","RD058",2014-02-27,2014,22.3,2014 fev
"931","RD058",2014-03-27,2014,157,2014 mar
"932","RD058",2014-04-13,2014,23.8,2014 abr
"933","RD058",2014-05-22,2014,6.11,2014 mai
"934","RD058",2014-06-12,2014,8.43,2014 jun
"935","RD058",2014-07-21,2014,4.18,2014 jul
"936","RD058",2014-08-28,2014,3.54,2014 ago
"937","RD058",2014-09-25,2014,2.83,2014 set
"938","RD058",2014-10-13,2014,4.27,2014 out
"939","RD058",2014-11-20,2014,147,2014 nov
"940","RD058",2014-12-11,2014,62.5,2014 dez
"941","RD058",2015-01-26,2015,4.97,2015 jan
"942","RD058",2015-02-26,2015,18,2015 fev
"943","RD058",2015-03-26,2015,100,2015 mar
"944","RD058",2015-04-21,2015,10.2,2015 abr
"945","RD058",2015-05-28,2015,10.1,2015 mai
"946","RD058",2015-06-25,2015,3.58,2015 jun
"947","RD058",2015-07-20,2015,3.64,2015 jul
"948","RD058",2015-08-27,2015,2.72,2015 ago
"949","RD058",2015-09-24,2015,4.31,2015 set
"950","RD058",2015-10-19,2015,1.67,2015 out
"951","RD058",2015-12-08,2015,4228,2015 dez
"952","RD058",2016-01-21,2016,9168,2016 jan
"953","RD058",2016-03-17,2016,188,2016 mar
"954","RD058",2016-04-18,2016,19.8,2016 abr
"955","RD058",2016-05-26,2016,19.6,2016 mai
"956","RD058",2016-06-23,2016,16,2016 jun
"957","RD058",2016-07-18,2016,8.93,2016 jul
"958","RD058",2016-08-18,2016,11.1,2016 ago
"959","RD058",2016-09-30,2016,26.8,2016 set
"960","RD058",2016-10-31,2016,11.7,2016 out
"961","RD058",2016-11-10,2016,2.84,2016 nov
"962","RD058",2016-12-08,2016,363,2016 dez
"963","RD059",2012-01-29,2012,44.5,2012 jan
"964","RD059",2012-04-15,2012,26.6,2012 abr
"965","RD059",2012-07-15,2012,10,2012 jul
"966","RD059",2012-10-14,2012,9.72,2012 out
"967","RD059",2013-01-27,2013,96.2,2013 jan
"968","RD059",2013-04-21,2013,50.9,2013 abr
"969","RD059",2013-06-20,2013,15.2,2013 jun
"970","RD059",2013-07-21,2013,7.51,2013 jul
"971","RD059",2013-08-29,2013,6.97,2013 ago
"972","RD059",2013-09-19,2013,9.79,2013 set
"973","RD059",2013-10-13,2013,26.6,2013 out
"974","RD059",2013-11-14,2013,28.4,2013 nov
"975","RD059",2013-12-05,2013,24.9,2013 dez
"976","RD059",2014-01-26,2014,24.3,2014 jan
"977","RD059",2014-02-27,2014,18.9,2014 fev
"978","RD059",2014-03-27,2014,63.8,2014 mar
"979","RD059",2014-04-11,2014,48.2,2014 abr
"980","RD059",2014-05-22,2014,5.75,2014 mai
"981","RD059",2014-06-12,2014,6.87,2014 jun
"982","RD059",2014-07-18,2014,9.42,2014 jul
"983","RD059",2014-08-28,2014,3.41,2014 ago
"984","RD059",2014-09-25,2014,3.79,2014 set
"985","RD059",2014-10-10,2014,5.42,2014 out
"986","RD059",2014-11-20,2014,123,2014 nov
"987","RD059",2014-12-11,2014,58.2,2014 dez
"988","RD059",2015-01-23,2015,12.5,2015 jan
"989","RD059",2015-02-26,2015,10.4,2015 fev
"990","RD059",2015-03-26,2015,103,2015 mar
"991","RD059",2015-04-17,2015,17.8,2015 abr
"992","RD059",2015-05-28,2015,14.6,2015 mai
"993","RD059",2015-06-25,2015,5.23,2015 jun
"994","RD059",2015-07-17,2015,3.28,2015 jul
"995","RD059",2015-08-27,2015,3.46,2015 ago
"996","RD059",2015-09-24,2015,4.25,2015 set
"997","RD059",2015-10-16,2015,4.91,2015 out
"998","RD059",2015-12-08,2015,7574,2015 dez
"999","RD059",2016-01-21,2016,6600,2016 jan
"1000","RD059",2016-03-17,2016,254,2016 mar
"1001","RD059",2016-04-15,2016,25.6,2016 abr
"1002","RD059",2016-05-26,2016,20,2016 mai
"1003","RD059",2016-06-23,2016,15.2,2016 jun
"1004","RD059",2016-07-15,2016,12.8,2016 jul
"1005","RD059",2016-08-18,2016,10.4,2016 ago
"1006","RD059",2016-09-30,2016,21.2,2016 set
"1007","RD059",2016-10-28,2016,9.06,2016 out
"1008","RD059",2016-11-10,2016,4.23,2016 nov
"1009","RD059",2016-12-08,2016,247,2016 dez
"1010","RD067",2012-01-29,2012,38.3,2012 jan
"1011","RD067",2012-04-15,2012,30.1,2012 abr
"1012","RD067",2012-07-15,2012,5.77,2012 jul
"1013","RD067",2012-10-14,2012,10.7,2012 out
"1014","RD067",2013-01-27,2013,130,2013 jan
"1015","RD067",2013-04-21,2013,62.7,2013 abr
"1016","RD067",2013-06-20,2013,13,2013 jun
"1017","RD067",2013-07-21,2013,7.02,2013 jul
"1018","RD067",2013-08-29,2013,6.47,2013 ago
"1019","RD067",2013-09-19,2013,5.12,2013 set
"1020","RD067",2013-10-13,2013,30.1,2013 out
"1021","RD067",2013-11-14,2013,67.6,2013 nov
"1022","RD067",2013-12-05,2013,23,2013 dez
"1023","RD067",2014-01-26,2014,27,2014 jan
"1024","RD067",2014-02-27,2014,24.5,2014 fev
"1025","RD067",2014-03-27,2014,34.8,2014 mar
"1026","RD067",2014-04-11,2014,60.8,2014 abr
"1027","RD067",2014-05-22,2014,5.61,2014 mai
"1028","RD067",2014-06-12,2014,6.8,2014 jun
"1029","RD067",2014-07-18,2014,9.4,2014 jul
"1030","RD067",2014-08-28,2014,3.21,2014 ago
"1031","RD067",2014-09-25,2014,3.7,2014 set
"1032","RD067",2014-10-10,2014,6.86,2014 out
"1033","RD067",2014-11-20,2014,177,2014 nov
"1034","RD067",2014-12-11,2014,45,2014 dez
"1035","RD067",2015-01-23,2015,6.24,2015 jan
"1036","RD067",2015-02-26,2015,16.1,2015 fev
"1037","RD067",2015-03-26,2015,29.7,2015 mar
"1038","RD067",2015-04-17,2015,29.1,2015 abr
"1039","RD067",2015-05-28,2015,14.3,2015 mai
"1040","RD067",2015-06-25,2015,4.37,2015 jun
"1041","RD067",2015-07-17,2015,2.32,2015 jul
"1042","RD067",2015-08-27,2015,2.16,2015 ago
"1043","RD067",2015-09-24,2015,4.1,2015 set
"1044","RD067",2015-10-16,2015,3.07,2015 out
"1045","RD067",2015-12-08,2015,2294,2015 dez
"1046","RD067",2016-01-21,2016,6500,2016 jan
"1047","RD067",2016-03-17,2016,217,2016 mar
"1048","RD067",2016-04-15,2016,35.3,2016 abr
"1049","RD067",2016-05-26,2016,18.4,2016 mai
"1050","RD067",2016-06-23,2016,19,2016 jun
"1051","RD067",2016-07-15,2016,9.88,2016 jul
"1052","RD067",2016-08-18,2016,7.25,2016 ago
"1053","RD067",2016-09-30,2016,10.4,2016 set
"1054","RD067",2016-10-28,2016,3.99,2016 out
"1055","RD067",2016-11-10,2016,4.84,2016 nov
